cause,age,month,dead
Underlying cause of death C00-C97,1,2001-03,31
Underlying cause of death C00-C97,1,2001-04,26
Underlying cause of death C00-C97,1,2001-05,38
Underlying cause of death C00-C97,1,2001-06,34
Underlying cause of death C00-C97,1,2001-07,38
Underlying cause of death C00-C97,1,2001-08,35
Underlying cause of death C00-C97,1,2001-09,41
Underlying cause of death C00-C97,1,2001-10,31
Underlying cause of death C00-C97,1,2001-11,44
Underlying cause of death C00-C97,1,2001-12,44
Underlying cause of death C00-C97,1,2002-01,34
Underlying cause of death C00-C97,1,2002-02,39
Underlying cause of death C00-C97,1,2002-03,34
Underlying cause of death C00-C97,1,2002-04,34
Underlying cause of death C00-C97,1,2002-05,25
Underlying cause of death C00-C97,1,2002-06,28
Underlying cause of death C00-C97,1,2002-07,29
Underlying cause of death C00-C97,1,2002-08,24
Underlying cause of death C00-C97,1,2002-09,50
Underlying cause of death C00-C97,1,2002-10,36
Underlying cause of death C00-C97,1,2002-11,40
Underlying cause of death C00-C97,1,2002-12,29
Underlying cause of death C00-C97,1,2003-01,39
Underlying cause of death C00-C97,1,2003-02,36
Underlying cause of death C00-C97,1,2003-03,23
Underlying cause of death C00-C97,1,2003-04,38
Underlying cause of death C00-C97,1,2003-05,30
Underlying cause of death C00-C97,1,2003-06,37
Underlying cause of death C00-C97,1,2003-07,22
Underlying cause of death C00-C97,1,2003-08,31
Underlying cause of death C00-C97,1,2003-09,33
Underlying cause of death C00-C97,1,2003-10,22
Underlying cause of death C00-C97,1,2003-11,35
Underlying cause of death C00-C97,1,2003-12,46
Underlying cause of death C00-C97,1,2004-01,26
Underlying cause of death C00-C97,1,2004-02,37
Underlying cause of death C00-C97,1,2004-03,35
Underlying cause of death C00-C97,1,2004-04,32
Underlying cause of death C00-C97,1,2004-05,32
Underlying cause of death C00-C97,1,2004-06,36
Underlying cause of death C00-C97,1,2004-07,34
Underlying cause of death C00-C97,1,2004-08,42
Underlying cause of death C00-C97,1,2004-09,29
Underlying cause of death C00-C97,1,2004-10,30
Underlying cause of death C00-C97,1,2004-11,32
Underlying cause of death C00-C97,1,2004-12,34
Underlying cause of death C00-C97,1,2005-01,35
Underlying cause of death C00-C97,1,2005-02,32
Underlying cause of death C00-C97,1,2005-03,32
Underlying cause of death C00-C97,1,2005-04,21
Underlying cause of death C00-C97,1,2005-05,42
Underlying cause of death C00-C97,1,2005-06,36
Underlying cause of death C00-C97,1,2005-07,33
Underlying cause of death C00-C97,1,2005-08,29
Underlying cause of death C00-C97,1,2005-09,23
Underlying cause of death C00-C97,1,2005-10,26
Underlying cause of death C00-C97,1,2005-11,33
Underlying cause of death C00-C97,1,2005-12,35
Underlying cause of death C00-C97,1,2006-01,33
Underlying cause of death C00-C97,1,2006-02,28
Underlying cause of death C00-C97,1,2006-03,36
Underlying cause of death C00-C97,1,2006-04,30
Underlying cause of death C00-C97,1,2006-05,35
Underlying cause of death C00-C97,1,2006-06,31
Underlying cause of death C00-C97,1,2006-07,32
Underlying cause of death C00-C97,1,2006-08,31
Underlying cause of death C00-C97,1,2006-09,21
Underlying cause of death C00-C97,1,2006-10,29
Underlying cause of death C00-C97,1,2006-11,36
Underlying cause of death C00-C97,1,2006-12,35
Underlying cause of death C00-C97,1,2007-01,37
Underlying cause of death C00-C97,1,2007-02,24
Underlying cause of death C00-C97,1,2007-03,25
Underlying cause of death C00-C97,1,2007-04,43
Underlying cause of death C00-C97,1,2007-05,21
Underlying cause of death C00-C97,1,2007-06,25
Underlying cause of death C00-C97,1,2007-07,33
Underlying cause of death C00-C97,1,2007-08,36
Underlying cause of death C00-C97,1,2007-09,24
Underlying cause of death C00-C97,1,2007-10,32
Underlying cause of death C00-C97,1,2007-11,37
Underlying cause of death C00-C97,1,2007-12,27
Underlying cause of death C00-C97,1,2008-01,35
Underlying cause of death C00-C97,1,2008-02,26
Underlying cause of death C00-C97,1,2008-03,39
Underlying cause of death C00-C97,1,2008-04,33
Underlying cause of death C00-C97,1,2008-05,31
Underlying cause of death C00-C97,1,2008-06,32
Underlying cause of death C00-C97,1,2008-07,23
Underlying cause of death C00-C97,1,2008-08,37
Underlying cause of death C00-C97,1,2008-09,29
Underlying cause of death C00-C97,1,2008-10,39
Underlying cause of death C00-C97,1,2008-11,32
Underlying cause of death C00-C97,1,2008-12,38
Underlying cause of death C00-C97,1,2009-01,34
Underlying cause of death C00-C97,1,2009-02,29
Underlying cause of death C00-C97,1,2009-03,34
Underlying cause of death C00-C97,1,2009-04,34
Underlying cause of death C00-C97,1,2009-05,24
Underlying cause of death C00-C97,1,2009-06,24
Underlying cause of death C00-C97,1,2009-07,30
Underlying cause of death C00-C97,1,2009-08,30
Underlying cause of death C00-C97,1,2009-09,26
Underlying cause of death C00-C97,1,2009-10,28
Underlying cause of death C00-C97,1,2009-11,31
Underlying cause of death C00-C97,1,2009-12,26
Underlying cause of death C00-C97,1,2010-01,31
Underlying cause of death C00-C97,1,2010-02,21
Underlying cause of death C00-C97,1,2010-03,24
Underlying cause of death C00-C97,1,2010-04,36
Underlying cause of death C00-C97,1,2010-05,28
Underlying cause of death C00-C97,1,2010-06,25
Underlying cause of death C00-C97,1,2010-07,28
Underlying cause of death C00-C97,1,2010-08,31
Underlying cause of death C00-C97,1,2010-09,26
Underlying cause of death C00-C97,1,2010-10,21
Underlying cause of death C00-C97,1,2010-11,36
Underlying cause of death C00-C97,1,2010-12,39
Underlying cause of death C00-C97,1,2011-01,26
Underlying cause of death C00-C97,1,2011-02,30
Underlying cause of death C00-C97,1,2011-03,32
Underlying cause of death C00-C97,1,2011-04,28
Underlying cause of death C00-C97,1,2011-05,30
Underlying cause of death C00-C97,1,2011-06,30
Underlying cause of death C00-C97,1,2011-07,30
Underlying cause of death C00-C97,1,2011-08,28
Underlying cause of death C00-C97,1,2011-09,32
Underlying cause of death C00-C97,1,2011-10,27
Underlying cause of death C00-C97,1,2011-11,36
Underlying cause of death C00-C97,1,2011-12,24
Underlying cause of death C00-C97,1,2012-01,41
Underlying cause of death C00-C97,1,2012-02,37
Underlying cause of death C00-C97,1,2012-03,32
Underlying cause of death C00-C97,1,2012-04,34
Underlying cause of death C00-C97,1,2012-05,36
Underlying cause of death C00-C97,1,2012-06,28
Underlying cause of death C00-C97,1,2012-07,29
Underlying cause of death C00-C97,1,2012-08,33
Underlying cause of death C00-C97,1,2012-09,35
Underlying cause of death C00-C97,1,2012-10,37
Underlying cause of death C00-C97,1,2012-11,27
Underlying cause of death C00-C97,1,2012-12,23
Underlying cause of death C00-C97,1,2013-01,29
Underlying cause of death C00-C97,1,2013-02,31
Underlying cause of death C00-C97,1,2013-03,24
Underlying cause of death C00-C97,1,2013-04,25
Underlying cause of death C00-C97,1,2013-05,34
Underlying cause of death C00-C97,1,2013-06,29
Underlying cause of death C00-C97,1,2013-07,25
Underlying cause of death C00-C97,1,2013-08,33
Underlying cause of death C00-C97,1,2013-09,25
Underlying cause of death C00-C97,1,2013-10,22
Underlying cause of death C00-C97,1,2013-11,27
Underlying cause of death C00-C97,1,2013-12,24
Underlying cause of death C00-C97,1,2014-01,28
Underlying cause of death C00-C97,1,2014-02,23
Underlying cause of death C00-C97,1,2014-03,38
Underlying cause of death C00-C97,1,2014-04,31
Underlying cause of death C00-C97,1,2014-05,27
Underlying cause of death C00-C97,1,2014-06,29
Underlying cause of death C00-C97,1,2014-07,14
Underlying cause of death C00-C97,1,2014-08,22
Underlying cause of death C00-C97,1,2014-09,28
Underlying cause of death C00-C97,1,2014-10,35
Underlying cause of death C00-C97,1,2014-11,20
Underlying cause of death C00-C97,1,2014-12,26
Underlying cause of death C00-C97,1,2015-01,26
Underlying cause of death C00-C97,1,2015-02,28
Underlying cause of death C00-C97,1,2015-03,24
Underlying cause of death C00-C97,1,2015-04,31
Underlying cause of death C00-C97,1,2015-05,34
Underlying cause of death C00-C97,1,2015-06,36
Underlying cause of death C00-C97,1,2015-07,35
Underlying cause of death C00-C97,1,2015-08,25
Underlying cause of death C00-C97,1,2015-09,33
Underlying cause of death C00-C97,1,2015-10,24
Underlying cause of death C00-C97,1,2015-11,31
Underlying cause of death C00-C97,1,2015-12,27
Underlying cause of death C00-C97,1,2016-01,24
Underlying cause of death C00-C97,1,2016-02,33
Underlying cause of death C00-C97,1,2016-03,32
Underlying cause of death C00-C97,1,2016-04,37
Underlying cause of death C00-C97,1,2016-05,36
Underlying cause of death C00-C97,1,2016-06,29
Underlying cause of death C00-C97,1,2016-07,31
Underlying cause of death C00-C97,1,2016-08,28
Underlying cause of death C00-C97,1,2016-09,34
Underlying cause of death C00-C97,1,2016-10,26
Underlying cause of death C00-C97,1,2016-11,38
Underlying cause of death C00-C97,1,2016-12,29
Underlying cause of death C00-C97,1,2017-01,24
Underlying cause of death C00-C97,1,2017-02,26
Underlying cause of death C00-C97,1,2017-03,32
Underlying cause of death C00-C97,1,2017-04,24
Underlying cause of death C00-C97,1,2017-05,24
Underlying cause of death C00-C97,1,2017-06,21
Underlying cause of death C00-C97,1,2017-07,28
Underlying cause of death C00-C97,1,2017-08,43
Underlying cause of death C00-C97,1,2017-09,18
Underlying cause of death C00-C97,1,2017-10,31
Underlying cause of death C00-C97,1,2017-11,27
Underlying cause of death C00-C97,1,2017-12,27
Underlying cause of death C00-C97,1,2018-01,31
Underlying cause of death C00-C97,1,2018-02,29
Underlying cause of death C00-C97,1,2018-03,32
Underlying cause of death C00-C97,1,2018-04,18
Underlying cause of death C00-C97,1,2018-05,27
Underlying cause of death C00-C97,1,2018-06,31
Underlying cause of death C00-C97,1,2018-07,26
Underlying cause of death C00-C97,1,2018-08,18
Underlying cause of death C00-C97,1,2018-09,29
Underlying cause of death C00-C97,1,2018-10,28
Underlying cause of death C00-C97,1,2018-11,29
Underlying cause of death C00-C97,1,2018-12,28
Underlying cause of death C00-C97,1,2019-01,19
Underlying cause of death C00-C97,1,2019-02,32
Underlying cause of death C00-C97,1,2019-03,24
Underlying cause of death C00-C97,1,2019-04,23
Underlying cause of death C00-C97,1,2019-05,31
Underlying cause of death C00-C97,1,2019-06,26
Underlying cause of death C00-C97,1,2019-07,21
Underlying cause of death C00-C97,1,2019-08,16
Underlying cause of death C00-C97,1,2019-09,27
Underlying cause of death C00-C97,1,2019-10,27
Underlying cause of death C00-C97,1,2019-11,22
Underlying cause of death C00-C97,1,2019-12,17
Underlying cause of death C00-C97,1,2020-01,28
Underlying cause of death C00-C97,1,2020-02,34
Underlying cause of death C00-C97,1,2020-03,22
Underlying cause of death C00-C97,1,2020-04,30
Underlying cause of death C00-C97,1,2020-05,36
Underlying cause of death C00-C97,1,2020-06,26
Underlying cause of death C00-C97,1,2020-07,24
Underlying cause of death C00-C97,1,2020-08,18
Underlying cause of death C00-C97,1,2020-09,23
Underlying cause of death C00-C97,1,2020-10,20
Underlying cause of death C00-C97,1,2020-11,20
Underlying cause of death C00-C97,1,2020-12,26
Underlying cause of death C00-C97,1,2021-01,29
Underlying cause of death C00-C97,1,2021-02,18
Underlying cause of death C00-C97,1,2021-03,29
Underlying cause of death C00-C97,1,2021-04,17
Underlying cause of death C00-C97,1,2021-05,26
Underlying cause of death C00-C97,1,2021-06,27
Underlying cause of death C00-C97,1,2021-07,23
Underlying cause of death C00-C97,1,2021-08,17
Underlying cause of death C00-C97,1,2021-09,30
Underlying cause of death C00-C97,1,2021-10,21
Underlying cause of death C00-C97,1,2021-11,25
Underlying cause of death C00-C97,1,2021-12,20
Underlying cause of death C00-C97,1,2022-01,26
Underlying cause of death C00-C97,1,2022-02,17
Underlying cause of death C00-C97,1,2022-03,19
Underlying cause of death C00-C97,1,2022-04,18
Underlying cause of death C00-C97,1,2022-05,22
Underlying cause of death C00-C97,1,2022-06,22
Underlying cause of death C00-C97,1,2022-07,33
Underlying cause of death C00-C97,1,2022-08,25
Underlying cause of death C00-C97,1,2022-09,19
Underlying cause of death C00-C97,1,2022-10,19
Underlying cause of death C00-C97,1,2022-11,23
Underlying cause of death C00-C97,1,2022-12,23
Underlying cause of death C00-C97,1,2023-01,22
Underlying cause of death C00-C97,1,2023-02,15
Underlying cause of death C00-C97,1,2023-03,21
Underlying cause of death C00-C97,1,2023-04,30
Underlying cause of death C00-C97,1,2023-05,16
Underlying cause of death C00-C97,1,2023-06,19
Underlying cause of death C00-C97,1,2023-07,24
Underlying cause of death C00-C97,1,2023-08,27
Underlying cause of death C00-C97,1,2023-09,26
Underlying cause of death C00-C97,1,2023-10,22
Underlying cause of death C00-C97,1,2023-11,21
Underlying cause of death C00-C97,1,2023-12,26
Underlying cause of death C00-C97,1,2024-01,29
Underlying cause of death C00-C97,1,2024-02,31
Underlying cause of death C00-C97,1,2024-03,22
Underlying cause of death C00-C97,1,2024-04,30
Underlying cause of death C00-C97,1,2024-05,24
Underlying cause of death C00-C97,1,2024-06,20
Underlying cause of death C00-C97,1,2024-07,19
Underlying cause of death C00-C97,1,2024-08,13
Underlying cause of death C00-C97,5,1999-01,54
Underlying cause of death C00-C97,5,1999-02,46
Underlying cause of death C00-C97,5,1999-03,40
Underlying cause of death C00-C97,5,1999-04,38
Underlying cause of death C00-C97,5,1999-05,44
Underlying cause of death C00-C97,5,1999-06,43
Underlying cause of death C00-C97,5,1999-07,37
Underlying cause of death C00-C97,5,1999-08,40
Underlying cause of death C00-C97,5,1999-09,48
Underlying cause of death C00-C97,5,1999-10,36
Underlying cause of death C00-C97,5,1999-11,44
Underlying cause of death C00-C97,5,1999-12,39
Underlying cause of death C00-C97,5,2000-01,43
Underlying cause of death C00-C97,5,2000-02,47
Underlying cause of death C00-C97,5,2000-03,45
Underlying cause of death C00-C97,5,2000-04,34
Underlying cause of death C00-C97,5,2000-05,38
Underlying cause of death C00-C97,5,2000-06,36
Underlying cause of death C00-C97,5,2000-07,38
Underlying cause of death C00-C97,5,2000-08,44
Underlying cause of death C00-C97,5,2000-09,40
Underlying cause of death C00-C97,5,2000-10,39
Underlying cause of death C00-C97,5,2000-11,45
Underlying cause of death C00-C97,5,2000-12,40
Underlying cause of death C00-C97,5,2001-01,44
Underlying cause of death C00-C97,5,2001-02,35
Underlying cause of death C00-C97,5,2001-03,39
Underlying cause of death C00-C97,5,2001-04,45
Underlying cause of death C00-C97,5,2001-05,39
Underlying cause of death C00-C97,5,2001-06,37
Underlying cause of death C00-C97,5,2001-07,52
Underlying cause of death C00-C97,5,2001-08,39
Underlying cause of death C00-C97,5,2001-09,36
Underlying cause of death C00-C97,5,2001-10,35
Underlying cause of death C00-C97,5,2001-11,41
Underlying cause of death C00-C97,5,2001-12,51
Underlying cause of death C00-C97,5,2002-01,55
Underlying cause of death C00-C97,5,2002-02,44
Underlying cause of death C00-C97,5,2002-03,46
Underlying cause of death C00-C97,5,2002-04,31
Underlying cause of death C00-C97,5,2002-05,41
Underlying cause of death C00-C97,5,2002-06,39
Underlying cause of death C00-C97,5,2002-07,51
Underlying cause of death C00-C97,5,2002-08,47
Underlying cause of death C00-C97,5,2002-09,46
Underlying cause of death C00-C97,5,2002-10,52
Underlying cause of death C00-C97,5,2002-11,42
Underlying cause of death C00-C97,5,2002-12,43
Underlying cause of death C00-C97,5,2003-01,46
Underlying cause of death C00-C97,5,2003-02,45
Underlying cause of death C00-C97,5,2003-03,46
Underlying cause of death C00-C97,5,2003-04,44
Underlying cause of death C00-C97,5,2003-05,32
Underlying cause of death C00-C97,5,2003-06,45
Underlying cause of death C00-C97,5,2003-07,43
Underlying cause of death C00-C97,5,2003-08,44
Underlying cause of death C00-C97,5,2003-09,53
Underlying cause of death C00-C97,5,2003-10,36
Underlying cause of death C00-C97,5,2003-11,37
Underlying cause of death C00-C97,5,2003-12,45
Underlying cause of death C00-C97,5,2004-01,49
Underlying cause of death C00-C97,5,2004-02,38
Underlying cause of death C00-C97,5,2004-03,41
Underlying cause of death C00-C97,5,2004-04,51
Underlying cause of death C00-C97,5,2004-05,42
Underlying cause of death C00-C97,5,2004-06,46
