date,cause,code,dead
2004-12,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,28
2004-12,Cellulitis of other parts of limb,L03.1,139
2004-12,Cellulitis of trunk,L03.3,15
2004-12,"Cellulitis, unspecified",L03.9,217
2004-12,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,142
2004-12,Bullous pemphigoid,L12.0,22
2004-12,"Psoriasis, unspecified",L40.9,20
2004-12,Toxic epidermal necrolysis [Lyell],L51.2,12
2004-12,Decubitus ulcer,L89,757
2004-12,Scar conditions and fibrosis of skin,L90.5,10
2004-12,Discoid lupus erythematosus,L93.0,74
2004-12,"Ulcer of lower limb, not elsewhere classified",L97,97
2004-12,"Chronic ulcer of skin, not elsewhere classified",L98.4,92
2004-12,Other specified disorders of skin and subcutaneous tissue,L98.8,11
2005-01,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,16
2005-01,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,23
2005-01,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,27
2005-01,Cellulitis of other parts of limb,L03.1,155
2005-01,"Cellulitis, unspecified",L03.9,208
2005-01,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,150
2005-01,"Pemphigus, unspecified",L10.9,11
2005-01,Bullous pemphigoid,L12.0,18
2005-01,"Pemphigoid, unspecified",L12.9,10
2005-01,"Dermatitis, unspecified",L30.9,11
2005-01,Arthropathic psoriasis,L40.5,15
2005-01,"Psoriasis, unspecified",L40.9,29
2005-01,Bullous erythema multiforme,L51.1,10
2005-01,"Erythematous condition, unspecified",L53.9,17
2005-01,Decubitus ulcer,L89,858
2005-01,Discoid lupus erythematosus,L93.0,83
2005-01,"Ulcer of lower limb, not elsewhere classified",L97,81
2005-01,"Chronic ulcer of skin, not elsewhere classified",L98.4,95
2005-01,Other specified disorders of skin and subcutaneous tissue,L98.8,17
2005-02,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,17
2005-02,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,17
2005-02,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,14
2005-02,Cellulitis of other parts of limb,L03.1,127
2005-02,Cellulitis of trunk,L03.3,15
2005-02,"Cellulitis, unspecified",L03.9,173
2005-02,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,142
2005-02,Bullous pemphigoid,L12.0,18
2005-02,"Dermatitis, unspecified",L30.9,10
2005-02,"Psoriasis, unspecified",L40.9,21
2005-02,Bullous erythema multiforme,L51.1,10
2005-02,"Erythematous condition, unspecified",L53.9,13
2005-02,Decubitus ulcer,L89,677
2005-02,Discoid lupus erythematosus,L93.0,65
2005-02,"Ulcer of lower limb, not elsewhere classified",L97,96
2005-02,"Chronic ulcer of skin, not elsewhere classified",L98.4,82
2005-02,Other specified disorders of skin and subcutaneous tissue,L98.8,12
2005-03,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,11
2005-03,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,15
2005-03,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,28
2005-03,Cellulitis of other parts of limb,L03.1,155
2005-03,Cellulitis of trunk,L03.3,13
2005-03,"Cellulitis, unspecified",L03.9,216
2005-03,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,147
2005-03,"Pemphigus, unspecified",L10.9,14
2005-03,Bullous pemphigoid,L12.0,20
2005-03,"Psoriasis, unspecified",L40.9,19
2005-03,Bullous erythema multiforme,L51.1,10
2005-03,Toxic epidermal necrolysis [Lyell],L51.2,14
2005-03,"Erythematous condition, unspecified",L53.9,11
2005-03,Decubitus ulcer,L89,764
2005-03,Discoid lupus erythematosus,L93.0,79
2005-03,"Ulcer of lower limb, not elsewhere classified",L97,80
2005-03,"Chronic ulcer of skin, not elsewhere classified",L98.4,93
2005-03,Other specified disorders of skin and subcutaneous tissue,L98.8,11
2005-04,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2005-04,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,20
2005-04,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,23
2005-04,Cellulitis of other parts of limb,L03.1,123
2005-04,"Cellulitis, unspecified",L03.9,181
2005-04,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,159
2005-04,Bullous pemphigoid,L12.0,21
2005-04,"Psoriasis, unspecified",L40.9,27
2005-04,Bullous erythema multiforme,L51.1,10
2005-04,Decubitus ulcer,L89,695
2005-04,Discoid lupus erythematosus,L93.0,74
2005-04,"Ulcer of lower limb, not elsewhere classified",L97,83
2005-04,"Chronic ulcer of skin, not elsewhere classified",L98.4,85
2005-05,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2005-05,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,17
2005-05,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,21
2005-05,Cellulitis of other parts of limb,L03.1,117
2005-05,Cellulitis of trunk,L03.3,10
2005-05,"Cellulitis, unspecified",L03.9,201
2005-05,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,156
2005-05,Bullous pemphigoid,L12.0,20
2005-05,"Psoriasis, unspecified",L40.9,22
2005-05,Bullous erythema multiforme,L51.1,11
2005-05,"Erythematous condition, unspecified",L53.9,14
2005-05,Decubitus ulcer,L89,697
2005-05,Discoid lupus erythematosus,L93.0,86
2005-05,"Ulcer of lower limb, not elsewhere classified",L97,85
2005-05,"Chronic ulcer of skin, not elsewhere classified",L98.4,80
2005-05,Other specified disorders of skin and subcutaneous tissue,L98.8,14
2005-05,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,10
2005-06,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,10
2005-06,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,15
2005-06,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,27
2005-06,Cellulitis of other parts of limb,L03.1,145
2005-06,Cellulitis of trunk,L03.3,12
2005-06,"Cellulitis, unspecified",L03.9,174
2005-06,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,130
2005-06,"Pemphigus, unspecified",L10.9,17
2005-06,Bullous pemphigoid,L12.0,23
2005-06,"Psoriasis, unspecified",L40.9,25
2005-06,Bullous erythema multiforme,L51.1,14
2005-06,Toxic epidermal necrolysis [Lyell],L51.2,11
2005-06,"Erythematous condition, unspecified",L53.9,16
2005-06,Decubitus ulcer,L89,647
2005-06,Discoid lupus erythematosus,L93.0,67
2005-06,"Ulcer of lower limb, not elsewhere classified",L97,91
2005-06,"Chronic ulcer of skin, not elsewhere classified",L98.4,92
2005-06,Other specified disorders of skin and subcutaneous tissue,L98.8,13
2005-06,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,12
2005-07,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2005-07,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,25
2005-07,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,21
2005-07,Cellulitis of other parts of limb,L03.1,101
2005-07,"Cellulitis, unspecified",L03.9,174
2005-07,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,137
2005-07,"Pemphigus, unspecified",L10.9,11
2005-07,Bullous pemphigoid,L12.0,13
2005-07,"Psoriasis, unspecified",L40.9,28
2005-07,Toxic epidermal necrolysis [Lyell],L51.2,11
2005-07,"Erythematous condition, unspecified",L53.9,14
2005-07,Decubitus ulcer,L89,660
2005-07,Discoid lupus erythematosus,L93.0,89
2005-07,"Ulcer of lower limb, not elsewhere classified",L97,82
2005-07,"Chronic ulcer of skin, not elsewhere classified",L98.4,77
2005-07,Other specified disorders of skin and subcutaneous tissue,L98.8,13
2005-07,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,10
2005-08,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,19
2005-08,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,24
2005-08,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,25
2005-08,Cellulitis of other parts of limb,L03.1,124
2005-08,Cellulitis of trunk,L03.3,18
2005-08,"Cellulitis, unspecified",L03.9,170
2005-08,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,146
2005-08,Bullous pemphigoid,L12.0,15
2005-08,"Psoriasis, unspecified",L40.9,11
2005-08,Bullous erythema multiforme,L51.1,11
2005-08,"Erythematous condition, unspecified",L53.9,11
2005-08,Decubitus ulcer,L89,643
2005-08,Discoid lupus erythematosus,L93.0,71
2005-08,"Ulcer of lower limb, not elsewhere classified",L97,86
2005-08,"Chronic ulcer of skin, not elsewhere classified",L98.4,73
2005-08,Other specified disorders of skin and subcutaneous tissue,L98.8,13
2005-09,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2005-09,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,31
2005-09,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,26
2005-09,Cellulitis of other parts of limb,L03.1,130
2005-09,"Cellulitis, unspecified",L03.9,170
2005-09,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,152
2005-09,Bullous pemphigoid,L12.0,20
2005-09,"Psoriasis, unspecified",L40.9,23
2005-09,"Erythematous condition, unspecified",L53.9,14
2005-09,Decubitus ulcer,L89,657
2005-09,Discoid lupus erythematosus,L93.0,66
2005-09,"Ulcer of lower limb, not elsewhere classified",L97,68
2005-09,"Chronic ulcer of skin, not elsewhere classified",L98.4,65
2005-09,Other specified disorders of skin and subcutaneous tissue,L98.8,12
2005-10,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,10
2005-10,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,21
2005-10,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,27
2005-10,Cellulitis of other parts of limb,L03.1,138
2005-10,Cellulitis of trunk,L03.3,10
2005-10,"Cellulitis, unspecified",L03.9,194
2005-10,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,166
2005-10,"Pemphigus, unspecified",L10.9,11
2005-10,"Psoriasis, unspecified",L40.9,16
2005-10,Toxic epidermal necrolysis [Lyell],L51.2,10
2005-10,Decubitus ulcer,L89,719
2005-10,Discoid lupus erythematosus,L93.0,76
2005-10,"Ulcer of lower limb, not elsewhere classified",L97,79
2005-10,"Chronic ulcer of skin, not elsewhere classified",L98.4,80
2005-10,Other specified disorders of skin and subcutaneous tissue,L98.8,10
2005-10,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,14
2005-11,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,18
2005-11,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,21
2005-11,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,26
2005-11,Cellulitis of other parts of limb,L03.1,127
2005-11,Cellulitis of trunk,L03.3,20
2005-11,"Cellulitis, unspecified",L03.9,181
2005-11,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,150
2005-11,Bullous pemphigoid,L12.0,18
2005-11,"Psoriasis, unspecified",L40.9,26
2005-11,Bullous erythema multiforme,L51.1,11
2005-11,Toxic epidermal necrolysis [Lyell],L51.2,11
2005-11,"Erythematous condition, unspecified",L53.9,15
2005-11,Decubitus ulcer,L89,719
2005-11,Discoid lupus erythematosus,L93.0,81
2005-11,"Ulcer of lower limb, not elsewhere classified",L97,75
2005-11,"Chronic ulcer of skin, not elsewhere classified",L98.4,83
2005-11,Other specified disorders of skin and subcutaneous tissue,L98.8,14
2005-12,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,21
2005-12,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,21
2005-12,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,21
2005-12,Cellulitis of other parts of limb,L03.1,166
2005-12,Cellulitis of trunk,L03.3,18
2005-12,"Cellulitis, unspecified",L03.9,220
2005-12,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,159
2005-12,"Pemphigus, unspecified",L10.9,10
2005-12,Bullous pemphigoid,L12.0,14
2005-12,"Dermatitis, unspecified",L30.9,16
2005-12,"Psoriasis, unspecified",L40.9,23
2005-12,Bullous erythema multiforme,L51.1,16
2005-12,"Erythematous condition, unspecified",L53.9,11
2005-12,Decubitus ulcer,L89,726
2005-12,Discoid lupus erythematosus,L93.0,88
2005-12,"Ulcer of lower limb, not elsewhere classified",L97,88
2005-12,"Chronic ulcer of skin, not elsewhere classified",L98.4,95
2005-12,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,11
2006-01,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,20
2006-01,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,23
2006-01,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,31
2006-01,Cellulitis of other parts of limb,L03.1,163
2006-01,Cellulitis of trunk,L03.3,21
2006-01,"Cellulitis, unspecified",L03.9,216
2006-01,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,164
2006-01,Bullous pemphigoid,L12.0,15
2006-01,"Dermatitis, unspecified",L30.9,13
2006-01,"Psoriasis, unspecified",L40.9,16
2006-01,Bullous erythema multiforme,L51.1,12
2006-01,Toxic epidermal necrolysis [Lyell],L51.2,13
2006-01,"Erythematous condition, unspecified",L53.9,10
2006-01,Decubitus ulcer,L89,907
2006-01,Discoid lupus erythematosus,L93.0,88
2006-01,"Ulcer of lower limb, not elsewhere classified",L97,92
2006-01,"Chronic ulcer of skin, not elsewhere classified",L98.4,81
2006-01,Other specified disorders of skin and subcutaneous tissue,L98.8,56
2006-02,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,25
2006-02,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,18
2006-02,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,24
2006-02,Cellulitis of other parts of limb,L03.1,144
2006-02,Cellulitis of trunk,L03.3,12
2006-02,"Cellulitis, unspecified",L03.9,195
2006-02,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,158
2006-02,Bullous pemphigoid,L12.0,21
2006-02,"Psoriasis, unspecified",L40.9,22
2006-02,"Erythematous condition, unspecified",L53.9,17
2006-02,Decubitus ulcer,L89,792
2006-02,Discoid lupus erythematosus,L93.0,88
2006-02,"Ulcer of lower limb, not elsewhere classified",L97,87
2006-02,"Chronic ulcer of skin, not elsewhere classified",L98.4,76
2006-02,Other specified disorders of skin and subcutaneous tissue,L98.8,33
2006-03,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,20
2006-03,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,29
2006-03,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,20
2006-03,Cellulitis of other parts of limb,L03.1,170
2006-03,Cellulitis of trunk,L03.3,16
2006-03,"Cellulitis, unspecified",L03.9,208
2006-03,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,148
2006-03,"Pemphigus, unspecified",L10.9,10
2006-03,Bullous pemphigoid,L12.0,11
2006-03,"Dermatitis, unspecified",L30.9,11
2006-03,"Psoriasis, unspecified",L40.9,21
2006-03,Bullous erythema multiforme,L51.1,13
2006-03,Toxic epidermal necrolysis [Lyell],L51.2,10
2006-03,"Erythematous condition, unspecified",L53.9,17
2006-03,Decubitus ulcer,L89,917
2006-03,Discoid lupus erythematosus,L93.0,77
2006-03,"Ulcer of lower limb, not elsewhere classified",L97,82
2006-03,"Chronic ulcer of skin, not elsewhere classified",L98.4,89
2006-03,Other specified disorders of skin and subcutaneous tissue,L98.8,40
2006-04,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,15
2006-04,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,22
2006-04,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,31
2006-04,Cellulitis of other parts of limb,L03.1,136
2006-04,Cellulitis of face,L03.2,10
2006-04,Cellulitis of trunk,L03.3,15
2006-04,"Cellulitis, unspecified",L03.9,234
2006-04,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,134
2006-04,"Pemphigus, unspecified",L10.9,10
2006-04,Bullous pemphigoid,L12.0,19
2006-04,"Psoriasis, unspecified",L40.9,20
2006-04,Toxic epidermal necrolysis [Lyell],L51.2,11
2006-04,Decubitus ulcer,L89,821
2006-04,Discoid lupus erythematosus,L93.0,82
2006-04,"Ulcer of lower limb, not elsewhere classified",L97,81
2006-04,"Chronic ulcer of skin, not elsewhere classified",L98.4,89
2006-04,Other specified disorders of skin and subcutaneous tissue,L98.8,35
2006-05,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,13
2006-05,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,17
2006-05,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,28
2006-05,Cellulitis of other parts of limb,L03.1,150
2006-05,Cellulitis of trunk,L03.3,14
2006-05,"Cellulitis, unspecified",L03.9,182
2006-05,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,147
2006-05,"Pemphigus, unspecified",L10.9,11
2006-05,Bullous pemphigoid,L12.0,15
2006-05,"Psoriasis, unspecified",L40.9,21
2006-05,Toxic epidermal necrolysis [Lyell],L51.2,15
2006-05,"Erythematous condition, unspecified",L53.9,12
2006-05,Decubitus ulcer,L89,862
2006-05,Discoid lupus erythematosus,L93.0,85
2006-05,"Ulcer of lower limb, not elsewhere classified",L97,92
2006-05,"Chronic ulcer of skin, not elsewhere classified",L98.4,84
2006-05,Other specified disorders of skin and subcutaneous tissue,L98.8,50
2006-06,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,19
2006-06,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,20
2006-06,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,25
2006-06,Cellulitis of other parts of limb,L03.1,141
2006-06,Cellulitis of trunk,L03.3,13
2006-06,"Cellulitis, unspecified",L03.9,184
2006-06,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,151
2006-06,Bullous pemphigoid,L12.0,14
2006-06,"Psoriasis, unspecified",L40.9,14
2006-06,Toxic epidermal necrolysis [Lyell],L51.2,12
2006-06,"Erythematous condition, unspecified",L53.9,15
2006-06,Decubitus ulcer,L89,792
2006-06,Discoid lupus erythematosus,L93.0,72
2006-06,"Ulcer of lower limb, not elsewhere classified",L97,78
2006-06,"Chronic ulcer of skin, not elsewhere classified",L98.4,80
2006-06,Other specified disorders of skin and subcutaneous tissue,L98.8,33
2006-06,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,12
2006-07,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,17
2006-07,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,22
2006-07,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,32
2006-07,Cellulitis of other parts of limb,L03.1,130
2006-07,Cellulitis of trunk,L03.3,14
2006-07,"Cellulitis, unspecified",L03.9,156
2006-07,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,160
2006-07,"Pemphigus, unspecified",L10.9,10
2006-07,Bullous pemphigoid,L12.0,18
2006-07,"Psoriasis, unspecified",L40.9,17
2006-07,Decubitus ulcer,L89,777
2006-07,Discoid lupus erythematosus,L93.0,69
2006-07,"Ulcer of lower limb, not elsewhere classified",L97,75
2006-07,"Chronic ulcer of skin, not elsewhere classified",L98.4,78
2006-07,Other specified disorders of skin and subcutaneous tissue,L98.8,43
2006-08,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,13
2006-08,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,19
2006-08,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,31
2006-08,Cellulitis of other parts of limb,L03.1,137
