cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Deaths involving COVID-19,2022,August,50-59,Unvaccinated,6,38313,15.8,u,5.8,34.3
Deaths involving COVID-19,2022,August,50-59,"First dose, less than 21 days ago",<3,23,,,,
Deaths involving COVID-19,2022,August,50-59,"First dose, at least 21 days ago",<3,5972,,,,
Deaths involving COVID-19,2022,August,50-59,"Second dose, less than 21 days ago",<3,58,,,,
Deaths involving COVID-19,2022,August,50-59,"Second dose, at least 21 days ago",8,56453,13.7,u,5.9,27.0
Deaths involving COVID-19,2022,August,50-59,"Third dose or booster, less than 21 days ago",<3,431,,,,
Deaths involving COVID-19,2022,August,50-59,"Third dose or booster, at least 21 days ago",35,511951,6.7,,4.7,9.3
Deaths involving COVID-19,2022,August,60-69,Unvaccinated,13,20739,73.5,u,39.0,125.8
Deaths involving COVID-19,2022,August,60-69,"First dose, less than 21 days ago",<3,9,,,,
Deaths involving COVID-19,2022,August,60-69,"First dose, at least 21 days ago",3,2786,135.8,u,28.0,396.9
Deaths involving COVID-19,2022,August,60-69,"Second dose, less than 21 days ago",<3,21,,,,
Deaths involving COVID-19,2022,August,60-69,"Second dose, at least 21 days ago",17,25636,73.2,u,42.0,118.2
Deaths involving COVID-19,2022,August,60-69,"Third dose or booster, less than 21 days ago",<3,149,,,,
Deaths involving COVID-19,2022,August,60-69,"Third dose or booster, at least 21 days ago",119,454356,26.5,,21.8,31.3
Deaths involving COVID-19,2022,August,70-79,Unvaccinated,21,10032,215.1,,132.9,329.2
Deaths involving COVID-19,2022,August,70-79,"First dose, less than 21 days ago",<3,4,,,,
Deaths involving COVID-19,2022,August,70-79,"First dose, at least 21 days ago",<3,1179,,,,
Deaths involving COVID-19,2022,August,70-79,"Second dose, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2022,August,70-79,"Second dose, at least 21 days ago",23,9416,242.1,,152.7,364.2
Deaths involving COVID-19,2022,August,70-79,"Third dose or booster, less than 21 days ago",<3,54,,,,
Deaths involving COVID-19,2022,August,70-79,"Third dose or booster, at least 21 days ago",345,382907,89.4,,80.0,98.9
Deaths involving COVID-19,2022,August,80-89,Unvaccinated,33,4192,784.1,,539.7,1101.3
Deaths involving COVID-19,2022,August,80-89,"First dose, less than 21 days ago",<3,2,,,,
Deaths involving COVID-19,2022,August,80-89,"First dose, at least 21 days ago",3,505,569.4,u,116.0,1667.4
Deaths involving COVID-19,2022,August,80-89,"Second dose, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,August,80-89,"Second dose, at least 21 days ago",31,3785,807.7,,548.5,1146.9
Deaths involving COVID-19,2022,August,80-89,"Third dose or booster, less than 21 days ago",<3,28,,,,
Deaths involving COVID-19,2022,August,80-89,"Third dose or booster, at least 21 days ago",593,180701,325.9,,299.6,352.1
Deaths involving COVID-19,2022,August,90+,Unvaccinated,24,1051,2283.6,,1462.7,3398.0
Deaths involving COVID-19,2022,August,90+,"First dose, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2022,August,90+,"First dose, at least 21 days ago",5,145,3451.6,u,1112.3,8054.9
Deaths involving COVID-19,2022,August,90+,"Second dose, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2022,August,90+,"Second dose, at least 21 days ago",23,901,2552.5,,1617.5,3830.2
Deaths involving COVID-19,2022,August,90+,"Third dose or booster, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,August,90+,"Third dose or booster, at least 21 days ago",432,38823,1112.7,,1010.3,1222.8
Deaths involving COVID-19,2022,September,18-39,Unvaccinated,<3,201054,,,,
Deaths involving COVID-19,2022,September,18-39,"First dose, less than 21 days ago",<3,182,,,,
Deaths involving COVID-19,2022,September,18-39,"First dose, at least 21 days ago",<3,42405,,,,
Deaths involving COVID-19,2022,September,18-39,"Second dose, less than 21 days ago",<3,542,,,,
Deaths involving COVID-19,2022,September,18-39,"Second dose, at least 21 days ago",<3,282024,,,,
Deaths involving COVID-19,2022,September,18-39,"Third dose or booster, less than 21 days ago",<3,1453,,,,
Deaths involving COVID-19,2022,September,18-39,"Third dose or booster, at least 21 days ago",5,594561,0.8,u,0.3,1.9
Deaths involving COVID-19,2022,September,40-49,Unvaccinated,<3,56745,,,,
Deaths involving COVID-19,2022,September,40-49,"First dose, less than 21 days ago",<3,26,,,,
Deaths involving COVID-19,2022,September,40-49,"First dose, at least 21 days ago",<3,9258,,,,
Deaths involving COVID-19,2022,September,40-49,"Second dose, less than 21 days ago",<3,68,,,,
Deaths involving COVID-19,2022,September,40-49,"Second dose, at least 21 days ago",<3,85498,,,,
Deaths involving COVID-19,2022,September,40-49,"Third dose or booster, less than 21 days ago",<3,246,,,,
Deaths involving COVID-19,2022,September,40-49,"Third dose or booster, at least 21 days ago",10,384905,2.5,u,1.2,4.7
Deaths involving COVID-19,2022,September,50-59,Unvaccinated,6,37171,16.6,u,6.1,36.1
Deaths involving COVID-19,2022,September,50-59,"First dose, less than 21 days ago",<3,13,,,,
Deaths involving COVID-19,2022,September,50-59,"First dose, at least 21 days ago",<3,5775,,,,
Deaths involving COVID-19,2022,September,50-59,"Second dose, less than 21 days ago",<3,36,,,,
Deaths involving COVID-19,2022,September,50-59,"Second dose, at least 21 days ago",4,54630,8.1,u,2.2,20.7
Deaths involving COVID-19,2022,September,50-59,"Third dose or booster, less than 21 days ago",<3,163,,,,
Deaths involving COVID-19,2022,September,50-59,"Third dose or booster, at least 21 days ago",21,495405,4.2,,2.6,6.5
Deaths involving COVID-19,2022,September,60-69,Unvaccinated,8,20172,42.6,u,18.1,84.5
Deaths involving COVID-19,2022,September,60-69,"First dose, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2022,September,60-69,"First dose, at least 21 days ago",<3,2701,,,,
Deaths involving COVID-19,2022,September,60-69,"Second dose, less than 21 days ago",<3,13,,,,
Deaths involving COVID-19,2022,September,60-69,"Second dose, at least 21 days ago",6,24912,27.5,u,9.8,60.4
Deaths involving COVID-19,2022,September,60-69,"Third dose or booster, less than 21 days ago",<3,58,,,,
Deaths involving COVID-19,2022,September,60-69,"Third dose or booster, at least 21 days ago",58,440579,13.3,,10.1,17.2
Deaths involving COVID-19,2022,September,70-79,Unvaccinated,16,9743,168.4,u,96.0,273.7
Deaths involving COVID-19,2022,September,70-79,"First dose, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,September,70-79,"First dose, at least 21 days ago",4,1141,355.4,u,96.1,911.6
Deaths involving COVID-19,2022,September,70-79,"Second dose, less than 21 days ago",<3,5,,,,
Deaths involving COVID-19,2022,September,70-79,"Second dose, at least 21 days ago",14,9121,158.3,u,85.9,266.4
Deaths involving COVID-19,2022,September,70-79,"Third dose or booster, less than 21 days ago",<3,18,,,,
Deaths involving COVID-19,2022,September,70-79,"Third dose or booster, at least 21 days ago",222,370871,59.0,,51.3,66.8
Deaths involving COVID-19,2022,September,80-89,Unvaccinated,11,4061,268.2,u,133.9,480.0
Deaths involving COVID-19,2022,September,80-89,"First dose, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2022,September,80-89,"First dose, at least 21 days ago",3,486,593.5,u,121.2,1737.4
Deaths involving COVID-19,2022,September,80-89,"Second dose, less than 21 days ago",<3,2,,,,
Deaths involving COVID-19,2022,September,80-89,"Second dose, at least 21 days ago",11,3648,299.9,u,149.6,536.9
Deaths involving COVID-19,2022,September,80-89,"Third dose or booster, less than 21 days ago",<3,5,,,,
Deaths involving COVID-19,2022,September,80-89,"Third dose or booster, at least 21 days ago",370,175505,209.1,,187.8,230.5
Deaths involving COVID-19,2022,September,90+,Unvaccinated,8,1016,787.7,u,339.2,1552.2
Deaths involving COVID-19,2022,September,90+,"First dose, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2022,September,90+,"First dose, at least 21 days ago",4,140,2862.1,u,770.0,7327.5
Deaths involving COVID-19,2022,September,90+,"Second dose, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2022,September,90+,"Second dose, at least 21 days ago",9,871,1032.7,u,471.3,1960.6
Deaths involving COVID-19,2022,September,90+,"Third dose or booster, less than 21 days ago",<3,2,,,,
Deaths involving COVID-19,2022,September,90+,"Third dose or booster, at least 21 days ago",236,37744,625.3,,548.0,710.3
Deaths involving COVID-19,2022,October,18-39,Unvaccinated,<3,208009,,,,
Deaths involving COVID-19,2022,October,18-39,"First dose, less than 21 days ago",<3,157,,,,
Deaths involving COVID-19,2022,October,18-39,"First dose, at least 21 days ago",<3,43906,,,,
Deaths involving COVID-19,2022,October,18-39,"Second dose, less than 21 days ago",<3,404,,,,
Deaths involving COVID-19,2022,October,18-39,"Second dose, at least 21 days ago",<3,292690,,,,
Deaths involving COVID-19,2022,October,18-39,"Third dose or booster, less than 21 days ago",<3,122,,,,
Deaths involving COVID-19,2022,October,18-39,"Third dose or booster, at least 21 days ago",9,613818,1.4,u,0.6,2.8
Deaths involving COVID-19,2022,October,40-49,Unvaccinated,<3,58849,,,,
Deaths involving COVID-19,2022,October,40-49,"First dose, less than 21 days ago",<3,23,,,,
Deaths involving COVID-19,2022,October,40-49,"First dose, at least 21 days ago",<3,9558,,,,
Deaths involving COVID-19,2022,October,40-49,"Second dose, less than 21 days ago",<3,63,,,,
Deaths involving COVID-19,2022,October,40-49,"Second dose, at least 21 days ago",4,88747,4.9,u,1.3,12.5
Deaths involving COVID-19,2022,October,40-49,"Third dose or booster, less than 21 days ago",<3,28,,,,
Deaths involving COVID-19,2022,October,40-49,"Third dose or booster, at least 21 days ago",11,397504,2.8,u,1.4,4.9
Deaths involving COVID-19,2022,October,50-59,Unvaccinated,10,38531,27.0,u,12.9,49.7
Deaths involving COVID-19,2022,October,50-59,"First dose, less than 21 days ago",<3,12,,,,
Deaths involving COVID-19,2022,October,50-59,"First dose, at least 21 days ago",<3,5953,,,,
Deaths involving COVID-19,2022,October,50-59,"Second dose, less than 21 days ago",<3,35,,,,
Deaths involving COVID-19,2022,October,50-59,"Second dose, at least 21 days ago",3,56693,5.2,u,1.1,15.2
Deaths involving COVID-19,2022,October,50-59,"Third dose or booster, less than 21 days ago",<3,24,,,,
Deaths involving COVID-19,2022,October,50-59,"Third dose or booster, at least 21 days ago",54,511505,10.5,,7.9,13.7
Deaths involving COVID-19,2022,October,60-69,Unvaccinated,10,20947,52.5,u,24.9,97.0
Deaths involving COVID-19,2022,October,60-69,"First dose, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2022,October,60-69,"First dose, at least 21 days ago",5,2804,164.9,u,51.7,388.4
Deaths involving COVID-19,2022,October,60-69,"Second dose, less than 21 days ago",<3,13,,,,
Deaths involving COVID-19,2022,October,60-69,"Second dose, at least 21 days ago",22,25922,97.4,,60.4,148.3
Deaths involving COVID-19,2022,October,60-69,"Third dose or booster, less than 21 days ago",<3,16,,,,
Deaths involving COVID-19,2022,October,60-69,"Third dose or booster, at least 21 days ago",151,455929,33.3,,28.0,38.6
Deaths involving COVID-19,2022,October,70-79,Unvaccinated,25,10093,258.3,,166.9,381.6
Deaths involving COVID-19,2022,October,70-79,"First dose, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,October,70-79,"First dose, at least 21 days ago",7,1176,597.1,u,239.0,1232.2
Deaths involving COVID-19,2022,October,70-79,"Second dose, less than 21 days ago",<3,6,,,,
Deaths involving COVID-19,2022,October,70-79,"Second dose, at least 21 days ago",29,9454,317.6,,211.8,455.7
Deaths involving COVID-19,2022,October,70-79,"Third dose or booster, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2022,October,70-79,"Third dose or booster, at least 21 days ago",460,383489,117.9,,107.2,128.7
Deaths involving COVID-19,2022,October,80-89,Unvaccinated,50,4200,1181.8,,877.1,1558.1
Deaths involving COVID-19,2022,October,80-89,"First dose, less than 21 days ago",<3,2,,,,
Deaths involving COVID-19,2022,October,80-89,"First dose, at least 21 days ago",8,500,1606.5,u,691.9,3168.3
Deaths involving COVID-19,2022,October,80-89,"Second dose, less than 21 days ago",<3,2,,,,
Deaths involving COVID-19,2022,October,80-89,"Second dose, at least 21 days ago",23,3761,601.9,,381.3,903.4
Deaths involving COVID-19,2022,October,80-89,"Third dose or booster, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,October,80-89,"Third dose or booster, at least 21 days ago",862,181886,470.6,,439.2,502.1
Deaths involving COVID-19,2022,October,90+,Unvaccinated,26,1048,2480.6,,1620.0,3634.9
Deaths involving COVID-19,2022,October,90+,"First dose, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2022,October,90+,"First dose, at least 21 days ago",<3,143,,,,
Deaths involving COVID-19,2022,October,90+,"Second dose, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2022,October,90+,"Second dose, at least 21 days ago",28,894,3133.7,,2081.8,4529.3
Deaths involving COVID-19,2022,October,90+,"Third dose or booster, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2022,October,90+,"Third dose or booster, at least 21 days ago",599,39067,1533.3,,1412.9,1661.1
Deaths involving COVID-19,2022,November,18-39,Unvaccinated,<3,201590,,,,
Deaths involving COVID-19,2022,November,18-39,"First dose, less than 21 days ago",<3,117,,,,
Deaths involving COVID-19,2022,November,18-39,"First dose, at least 21 days ago",<3,42708,,,,
Deaths involving COVID-19,2022,November,18-39,"Second dose, less than 21 days ago",<3,280,,,,
Deaths involving COVID-19,2022,November,18-39,"Second dose, at least 21 days ago",<3,284451,,,,
Deaths involving COVID-19,2022,November,18-39,"Third dose or booster, less than 21 days ago",<3,44,,,,
Deaths involving COVID-19,2022,November,18-39,"Third dose or booster, at least 21 days ago",4,592128,0.6,u,0.2,1.6
Deaths involving COVID-19,2022,November,40-49,Unvaccinated,4,57169,8.2,u,2.2,21.0
Deaths involving COVID-19,2022,November,40-49,"First dose, less than 21 days ago",<3,17,,,,
Deaths involving COVID-19,2022,November,40-49,"First dose, at least 21 days ago",<3,9255,,,,
Deaths involving COVID-19,2022,November,40-49,"Second dose, less than 21 days ago",<3,43,,,,
Deaths involving COVID-19,2022,November,40-49,"Second dose, at least 21 days ago",<3,86274,,,,
Deaths involving COVID-19,2022,November,40-49,"Third dose or booster, less than 21 days ago",<3,14,,,,
Deaths involving COVID-19,2022,November,40-49,"Third dose or booster, at least 21 days ago",12,384176,3.1,u,1.6,5.4
Deaths involving COVID-19,2022,November,50-59,Unvaccinated,6,37408,16.1,u,5.9,35.1
Deaths involving COVID-19,2022,November,50-59,"First dose, less than 21 days ago",<3,11,,,,
Deaths involving COVID-19,2022,November,50-59,"First dose, at least 21 days ago",<3,5758,,,,
Deaths involving COVID-19,2022,November,50-59,"Second dose, less than 21 days ago",<3,25,,,,
Deaths involving COVID-19,2022,November,50-59,"Second dose, at least 21 days ago",8,55102,14.7,u,6.3,29.0
Deaths involving COVID-19,2022,November,50-59,"Third dose or booster, less than 21 days ago",<3,25,,,,
Deaths involving COVID-19,2022,November,50-59,"Third dose or booster, at least 21 days ago",16,494447,3.2,u,1.8,5.1
Deaths involving COVID-19,2022,November,60-69,Unvaccinated,10,20367,52.4,u,24.8,96.8
Deaths involving COVID-19,2022,November,60-69,"First dose, less than 21 days ago",<3,6,,,,
Deaths involving COVID-19,2022,November,60-69,"First dose, at least 21 days ago",4,2726,138.8,u,36.0,359.3
Deaths involving COVID-19,2022,November,60-69,"Second dose, less than 21 days ago",<3,11,,,,
Deaths involving COVID-19,2022,November,60-69,"Second dose, at least 21 days ago",6,25257,25.2,u,8.9,55.6
Deaths involving COVID-19,2022,November,60-69,"Third dose or booster, less than 21 days ago",<3,16,,,,
Deaths involving COVID-19,2022,November,60-69,"Third dose or booster, at least 21 days ago",84,441830,19.2,,15.3,23.7
Deaths involving COVID-19,2022,November,70-79,Unvaccinated,13,9796,138.5,u,73.6,237.0
Deaths involving COVID-19,2022,November,70-79,"First dose, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,November,70-79,"First dose, at least 21 days ago",4,1137,357.1,u,96.5,916.2
Deaths involving COVID-19,2022,November,70-79,"Second dose, less than 21 days ago",<3,5,,,,
Deaths involving COVID-19,2022,November,70-79,"Second dose, at least 21 days ago",17,9185,197.9,u,114.7,317.6
Deaths involving COVID-19,2022,November,70-79,"Third dose or booster, less than 21 days ago",<3,6,,,,
Deaths involving COVID-19,2022,November,70-79,"Third dose or booster, at least 21 days ago",283,371307,75.2,,66.4,83.9
Deaths involving COVID-19,2022,November,80-89,Unvaccinated,17,4062,416.1,u,242.4,666.3
Deaths involving COVID-19,2022,November,80-89,"First dose, less than 21 days ago",<3,2,,,,
Deaths involving COVID-19,2022,November,80-89,"First dose, at least 21 days ago",4,481,797.0,u,216.3,2042.4
Deaths involving COVID-19,2022,November,80-89,"Second dose, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,November,80-89,"Second dose, at least 21 days ago",23,3635,625.5,,396.3,938.9
Deaths involving COVID-19,2022,November,80-89,"Third dose or booster, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,November,80-89,"Third dose or booster, at least 21 days ago",511,176498,287.6,,262.7,312.6
Deaths involving COVID-19,2022,November,90+,Unvaccinated,15,1008,1488.5,u,832.5,2455.1
Deaths involving COVID-19,2022,November,90+,"First dose, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2022,November,90+,"First dose, at least 21 days ago",<3,137,,,,
Deaths involving COVID-19,2022,November,90+,"Second dose, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2022,November,90+,"Second dose, at least 21 days ago",7,859,815.0,u,326.5,1679.4
Deaths involving COVID-19,2022,November,90+,"Third dose or booster, less than 21 days ago",<3,2,,,,
