cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Deaths involving COVID-19,2022,April,40-49,"Third dose or booster, at least 21 days ago",15,378063,4.0,u,2.2,6.6
Deaths involving COVID-19,2022,April,40-49,"Fourth dose or booster, less than 21 days ago",<3,917,,,,
Deaths involving COVID-19,2022,April,40-49,"Fourth dose or booster, at least 21 days ago",<3,484,,,,
Deaths involving COVID-19,2022,April,50-59,Unvaccinated,11,36826,31.2,u,15.6,55.9
Deaths involving COVID-19,2022,April,50-59,"First dose, less than 21 days ago",<3,62,,,,
Deaths involving COVID-19,2022,April,50-59,"First dose, at least 21 days ago",5,5989,89.5,u,28.9,209.1
Deaths involving COVID-19,2022,April,50-59,"Second dose, less than 21 days ago",<3,245,,,,
Deaths involving COVID-19,2022,April,50-59,"Second dose, at least 21 days ago",14,57161,25.8,u,14.1,43.4
Deaths involving COVID-19,2022,April,50-59,"Third dose or booster, less than 21 days ago",<3,1368,,,,
Deaths involving COVID-19,2022,April,50-59,"Third dose or booster, at least 21 days ago",65,491167,13.0,,10.0,16.6
Deaths involving COVID-19,2022,April,50-59,"Fourth dose or booster, less than 21 days ago",<3,1949,,,,
Deaths involving COVID-19,2022,April,50-59,"Fourth dose or booster, at least 21 days ago",<3,859,,,,
Deaths involving COVID-19,2022,April,60-69,Unvaccinated,25,19690,131.9,,84.8,195.4
Deaths involving COVID-19,2022,April,60-69,"First dose, less than 21 days ago",<3,26,,,,
Deaths involving COVID-19,2022,April,60-69,"First dose, at least 21 days ago",8,2753,336.7,u,142.9,667.5
Deaths involving COVID-19,2022,April,60-69,"Second dose, less than 21 days ago",<3,97,,,,
Deaths involving COVID-19,2022,April,60-69,"Second dose, at least 21 days ago",36,25363,147.3,,102.0,205.3
Deaths involving COVID-19,2022,April,60-69,"Third dose or booster, less than 21 days ago",<3,547,,,,
Deaths involving COVID-19,2022,April,60-69,"Third dose or booster, at least 21 days ago",205,432407,47.9,,41.4,54.5
Deaths involving COVID-19,2022,April,60-69,"Fourth dose or booster, less than 21 days ago",<3,2729,,,,
Deaths involving COVID-19,2022,April,60-69,"Fourth dose or booster, at least 21 days ago",<3,1054,,,,
Deaths involving COVID-19,2022,April,70-79,Unvaccinated,41,9620,444.7,,318.7,603.8
Deaths involving COVID-19,2022,April,70-79,"First dose, less than 21 days ago",<3,11,,,,
Deaths involving COVID-19,2022,April,70-79,"First dose, at least 21 days ago",12,1176,1050.3,u,541.1,1837.1
Deaths involving COVID-19,2022,April,70-79,"Second dose, less than 21 days ago",<3,35,,,,
Deaths involving COVID-19,2022,April,70-79,"Second dose, at least 21 days ago",58,9764,622.1,,471.7,805.1
Deaths involving COVID-19,2022,April,70-79,"Third dose or booster, less than 21 days ago",<3,338,,,,
Deaths involving COVID-19,2022,April,70-79,"Third dose or booster, at least 21 days ago",690,309539,243.4,,225.0,261.7
Deaths involving COVID-19,2022,April,70-79,"Fourth dose or booster, less than 21 days ago",12,46533,59.5,u,10.7,135.0
Deaths involving COVID-19,2022,April,70-79,"Fourth dose or booster, at least 21 days ago",7,13066,25.7,u,10.3,52.9
Deaths involving COVID-19,2022,April,80-89,Unvaccinated,87,4082,2119.9,,1697.9,2615.1
Deaths involving COVID-19,2022,April,80-89,"First dose, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,April,80-89,"First dose, at least 21 days ago",7,519,1273.4,u,508.9,2629.2
Deaths involving COVID-19,2022,April,80-89,"Second dose, less than 21 days ago",<3,17,,,,
Deaths involving COVID-19,2022,April,80-89,"Second dose, at least 21 days ago",85,4439,1887.3,,1506.3,2335.0
Deaths involving COVID-19,2022,April,80-89,"Third dose or booster, less than 21 days ago",<3,250,,,,
Deaths involving COVID-19,2022,April,80-89,"Third dose or booster, at least 21 days ago",1298,105844,1212.1,,1146.2,1278.1
Deaths involving COVID-19,2022,April,80-89,"Fourth dose or booster, less than 21 days ago",40,50747,79.0,,56.5,107.6
Deaths involving COVID-19,2022,April,80-89,"Fourth dose or booster, at least 21 days ago",17,16017,108.7,u,63.3,174.1
Deaths involving COVID-19,2022,April,90+,Unvaccinated,49,1040,4709.3,,3483.7,6226.1
Deaths involving COVID-19,2022,April,90+,"First dose, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,April,90+,"First dose, at least 21 days ago",12,154,7812.0,u,4031.9,13646.9
Deaths involving COVID-19,2022,April,90+,"Second dose, less than 21 days ago",<3,6,,,,
Deaths involving COVID-19,2022,April,90+,"Second dose, at least 21 days ago",64,1190,5376.8,,4140.6,6866.2
Deaths involving COVID-19,2022,April,90+,"Third dose or booster, less than 21 days ago",<3,91,,,,
Deaths involving COVID-19,2022,April,90+,"Third dose or booster, at least 21 days ago",916,25385,3608.5,,3378.5,3849.9
Deaths involving COVID-19,2022,April,90+,"Fourth dose or booster, less than 21 days ago",37,8878,416.8,,293.4,574.5
Deaths involving COVID-19,2022,April,90+,"Fourth dose or booster, at least 21 days ago",9,2458,366.1,u,167.1,695.0
Deaths involving COVID-19,2022,May,18-39,Unvaccinated,3,208438,1.5,u,0.3,4.4
Deaths involving COVID-19,2022,May,18-39,"First dose, less than 21 days ago",<3,916,,,,
Deaths involving COVID-19,2022,May,18-39,"First dose, at least 21 days ago",<3,46680,,,,
Deaths involving COVID-19,2022,May,18-39,"Second dose, less than 21 days ago",<3,2723,,,,
Deaths involving COVID-19,2022,May,18-39,"Second dose, at least 21 days ago",3,305999,1.0,u,0.2,2.8
Deaths involving COVID-19,2022,May,18-39,"Third dose or booster, less than 21 days ago",<3,9070,,,,
Deaths involving COVID-19,2022,May,18-39,"Third dose or booster, at least 21 days ago",5,587896,0.8,u,0.3,2.0
Deaths involving COVID-19,2022,May,18-39,"Fourth dose or booster, less than 21 days ago",<3,721,,,,
Deaths involving COVID-19,2022,May,18-39,"Fourth dose or booster, at least 21 days ago",<3,1521,,,,
Deaths involving COVID-19,2022,May,40-49,Unvaccinated,3,57908,5.5,u,1.1,16.3
Deaths involving COVID-19,2022,May,40-49,"First dose, less than 21 days ago",<3,107,,,,
Deaths involving COVID-19,2022,May,40-49,"First dose, at least 21 days ago",<3,9917,,,,
Deaths involving COVID-19,2022,May,40-49,"Second dose, less than 21 days ago",<3,317,,,,
Deaths involving COVID-19,2022,May,40-49,"Second dose, at least 21 days ago",5,91572,6.2,u,2.0,14.6
Deaths involving COVID-19,2022,May,40-49,"Third dose or booster, less than 21 days ago",<3,1948,,,,
Deaths involving COVID-19,2022,May,40-49,"Third dose or booster, at least 21 days ago",9,391700,2.3,u,1.0,4.3
Deaths involving COVID-19,2022,May,40-49,"Fourth dose or booster, less than 21 days ago",<3,972,,,,
Deaths involving COVID-19,2022,May,40-49,"Fourth dose or booster, at least 21 days ago",<3,1888,,,,
Deaths involving COVID-19,2022,May,50-59,Unvaccinated,5,38097,12.7,u,4.1,29.7
Deaths involving COVID-19,2022,May,50-59,"First dose, less than 21 days ago",<3,50,,,,
Deaths involving COVID-19,2022,May,50-59,"First dose, at least 21 days ago",3,6079,51.5,u,10.5,151.0
Deaths involving COVID-19,2022,May,50-59,"Second dose, less than 21 days ago",<3,145,,,,
Deaths involving COVID-19,2022,May,50-59,"Second dose, at least 21 days ago",5,57923,9.2,u,3.0,21.6
Deaths involving COVID-19,2022,May,50-59,"Third dose or booster, less than 21 days ago",<3,1152,,,,
Deaths involving COVID-19,2022,May,50-59,"Third dose or booster, at least 21 days ago",40,505850,7.8,,5.5,10.6
Deaths involving COVID-19,2022,May,50-59,"Fourth dose or booster, less than 21 days ago",<3,2025,,,,
Deaths involving COVID-19,2022,May,50-59,"Fourth dose or booster, at least 21 days ago",<3,3841,,,,
Deaths involving COVID-19,2022,May,60-69,Unvaccinated,9,20433,46.3,u,20.9,88.3
Deaths involving COVID-19,2022,May,60-69,"First dose, less than 21 days ago",<3,19,,,,
Deaths involving COVID-19,2022,May,60-69,"First dose, at least 21 days ago",5,2805,210.1,u,66.8,493.2
Deaths involving COVID-19,2022,May,60-69,"Second dose, less than 21 days ago",<3,59,,,,
Deaths involving COVID-19,2022,May,60-69,"Second dose, at least 21 days ago",19,25833,84.8,u,50.4,133.3
Deaths involving COVID-19,2022,May,60-69,"Third dose or booster, less than 21 days ago",<3,453,,,,
Deaths involving COVID-19,2022,May,60-69,"Third dose or booster, at least 21 days ago",96,443755,21.9,,17.8,26.8
Deaths involving COVID-19,2022,May,60-69,"Fourth dose or booster, less than 21 days ago",<3,3061,,,,
Deaths involving COVID-19,2022,May,60-69,"Fourth dose or booster, at least 21 days ago",<3,5298,,,,
Deaths involving COVID-19,2022,May,70-79,Unvaccinated,27,9958,276.9,,182.1,403.4
Deaths involving COVID-19,2022,May,70-79,"First dose, less than 21 days ago",<3,11,,,,
Deaths involving COVID-19,2022,May,70-79,"First dose, at least 21 days ago",<3,1198,,,,
Deaths involving COVID-19,2022,May,70-79,"Second dose, less than 21 days ago",<3,24,,,,
Deaths involving COVID-19,2022,May,70-79,"Second dose, at least 21 days ago",26,9725,277.2,,180.4,407.1
Deaths involving COVID-19,2022,May,70-79,"Third dose or booster, less than 21 days ago",<3,280,,,,
Deaths involving COVID-19,2022,May,70-79,"Third dose or booster, at least 21 days ago",264,253977,148.7,,129.1,168.3
Deaths involving COVID-19,2022,May,70-79,"Fourth dose or booster, less than 21 days ago",10,43448,24.4,u,0.2,63.3
Deaths involving COVID-19,2022,May,70-79,"Fourth dose or booster, at least 21 days ago",22,84987,59.3,,20.1,113.3
Deaths involving COVID-19,2022,May,80-89,Unvaccinated,29,4205,684.3,,458.3,979.8
Deaths involving COVID-19,2022,May,80-89,"First dose, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,May,80-89,"First dose, at least 21 days ago",9,519,1658.1,u,754.8,3153.1
Deaths involving COVID-19,2022,May,80-89,"Second dose, less than 21 days ago",<3,18,,,,
Deaths involving COVID-19,2022,May,80-89,"Second dose, at least 21 days ago",46,4172,1078.0,,788.7,1438.5
Deaths involving COVID-19,2022,May,80-89,"Third dose or booster, less than 21 days ago",<3,269,,,,
Deaths involving COVID-19,2022,May,80-89,"Third dose or booster, at least 21 days ago",445,54475,803.4,,728.6,878.1
Deaths involving COVID-19,2022,May,80-89,"Fourth dose or booster, less than 21 days ago",30,33361,89.5,,60.4,127.8
Deaths involving COVID-19,2022,May,80-89,"Fourth dose or booster, at least 21 days ago",73,91369,80.0,,62.7,100.6
Deaths involving COVID-19,2022,May,90+,Unvaccinated,20,1066,1877.0,,1146.0,2899.1
Deaths involving COVID-19,2022,May,90+,"First dose, less than 21 days ago",<3,4,,,,
Deaths involving COVID-19,2022,May,90+,"First dose, at least 21 days ago",<3,150,,,,
Deaths involving COVID-19,2022,May,90+,"Second dose, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2022,May,90+,"Second dose, at least 21 days ago",27,1053,2564.6,,1689.7,3731.6
Deaths involving COVID-19,2022,May,90+,"Third dose or booster, less than 21 days ago",<3,121,,,,
Deaths involving COVID-19,2022,May,90+,"Third dose or booster, at least 21 days ago",311,14043,2214.6,,1975.3,2475.0
Deaths involving COVID-19,2022,May,90+,"Fourth dose or booster, less than 21 days ago",19,7840,242.3,u,145.8,378.5
Deaths involving COVID-19,2022,May,90+,"Fourth dose or booster, at least 21 days ago",39,16355,238.5,,169.5,326.0
Deaths involving COVID-19,2022,June,18-39,Unvaccinated,<3,201168,,,,
Deaths involving COVID-19,2022,June,18-39,"First dose, less than 21 days ago",<3,527,,,,
Deaths involving COVID-19,2022,June,18-39,"First dose, at least 21 days ago",<3,44058,,,,
Deaths involving COVID-19,2022,June,18-39,"Second dose, less than 21 days ago",<3,1810,,,,
Deaths involving COVID-19,2022,June,18-39,"Second dose, at least 21 days ago",<3,290755,,,,
Deaths involving COVID-19,2022,June,18-39,"Third dose or booster, less than 21 days ago",<3,6146,,,,
Deaths involving COVID-19,2022,June,18-39,"Third dose or booster, at least 21 days ago",6,578101,0.9,u,0.3,2.1
Deaths involving COVID-19,2022,June,18-39,"Fourth dose or booster, less than 21 days ago",<3,591,,,,
Deaths involving COVID-19,2022,June,18-39,"Fourth dose or booster, at least 21 days ago",<3,2440,,,,
Deaths involving COVID-19,2022,June,40-49,Unvaccinated,3,56166,5.7,u,1.1,16.8
Deaths involving COVID-19,2022,June,40-49,"First dose, less than 21 days ago",<3,70,,,,
Deaths involving COVID-19,2022,June,40-49,"First dose, at least 21 days ago",<3,9470,,,,
Deaths involving COVID-19,2022,June,40-49,"Second dose, less than 21 days ago",<3,201,,,,
Deaths involving COVID-19,2022,June,40-49,"Second dose, at least 21 days ago",3,87469,3.3,u,0.7,9.8
Deaths involving COVID-19,2022,June,40-49,"Third dose or booster, less than 21 days ago",<3,1172,,,,
Deaths involving COVID-19,2022,June,40-49,"Third dose or booster, at least 21 days ago",9,379636,2.4,u,1.1,4.5
Deaths involving COVID-19,2022,June,40-49,"Fourth dose or booster, less than 21 days ago",<3,810,,,,
Deaths involving COVID-19,2022,June,40-49,"Fourth dose or booster, at least 21 days ago",<3,3123,,,,
Deaths involving COVID-19,2022,June,50-59,Unvaccinated,<3,36928,,,,
Deaths involving COVID-19,2022,June,50-59,"First dose, less than 21 days ago",<3,36,,,,
Deaths involving COVID-19,2022,June,50-59,"First dose, at least 21 days ago",4,5833,69.4,u,18.7,178.2
Deaths involving COVID-19,2022,June,50-59,"Second dose, less than 21 days ago",<3,91,,,,
Deaths involving COVID-19,2022,June,50-59,"Second dose, at least 21 days ago",5,55428,9.7,u,3.1,22.6
Deaths involving COVID-19,2022,June,50-59,"Third dose or booster, less than 21 days ago",<3,656,,,,
Deaths involving COVID-19,2022,June,50-59,"Third dose or booster, at least 21 days ago",33,487893,6.7,,4.6,9.4
Deaths involving COVID-19,2022,June,50-59,"Fourth dose or booster, less than 21 days ago",<3,1749,,,,
Deaths involving COVID-19,2022,June,50-59,"Fourth dose or booster, at least 21 days ago",3,6438,50.5,u,9.9,148.6
Deaths involving COVID-19,2022,June,60-69,Unvaccinated,8,19870,44.9,u,19.2,88.7
Deaths involving COVID-19,2022,June,60-69,"First dose, less than 21 days ago",<3,15,,,,
Deaths involving COVID-19,2022,June,60-69,"First dose, at least 21 days ago",<3,2700,,,,
Deaths involving COVID-19,2022,June,60-69,"Second dose, less than 21 days ago",<3,36,,,,
Deaths involving COVID-19,2022,June,60-69,"Second dose, at least 21 days ago",10,24846,39.0,u,18.2,72.5
Deaths involving COVID-19,2022,June,60-69,"Third dose or booster, less than 21 days ago",<3,252,,,,
Deaths involving COVID-19,2022,June,60-69,"Third dose or booster, at least 21 days ago",67,426897,15.8,,12.3,20.1
Deaths involving COVID-19,2022,June,60-69,"Fourth dose or booster, less than 21 days ago",<3,2753,,,,
Deaths involving COVID-19,2022,June,60-69,"Fourth dose or booster, at least 21 days ago",8,9244,84.7,u,36.3,167.5
Deaths involving COVID-19,2022,June,70-79,Unvaccinated,10,9660,108.9,u,52.1,200.6
Deaths involving COVID-19,2022,June,70-79,"First dose, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2022,June,70-79,"First dose, at least 21 days ago",<3,1152,,,,
Deaths involving COVID-19,2022,June,70-79,"Second dose, less than 21 days ago",<3,16,,,,
Deaths involving COVID-19,2022,June,70-79,"Second dose, at least 21 days ago",11,9220,124.4,u,61.6,223.3
Deaths involving COVID-19,2022,June,70-79,"Third dose or booster, less than 21 days ago",<3,150,,,,
Deaths involving COVID-19,2022,June,70-79,"Third dose or booster, at least 21 days ago",169,220901,133.3,,109.3,157.3
Deaths involving COVID-19,2022,June,70-79,"Fourth dose or booster, less than 21 days ago",<3,15417,,,,
Deaths involving COVID-19,2022,June,70-79,"Fourth dose or booster, at least 21 days ago",45,134587,61.0,,30.0,99.8
Deaths involving COVID-19,2022,June,80-89,Unvaccinated,27,4066,656.5,,432.6,955.3
Deaths involving COVID-19,2022,June,80-89,"First dose, less than 21 days ago",<3,5,,,,
Deaths involving COVID-19,2022,June,80-89,"First dose, at least 21 days ago",4,495,761.5,u,205.8,1953.4
Deaths involving COVID-19,2022,June,80-89,"Second dose, less than 21 days ago",<3,10,,,,
Deaths involving COVID-19,2022,June,80-89,"Second dose, at least 21 days ago",21,3804,539.9,,333.9,825.6
Deaths involving COVID-19,2022,June,80-89,"Third dose or booster, less than 21 days ago",<3,136,,,,
Deaths involving COVID-19,2022,June,80-89,"Third dose or booster, at least 21 days ago",197,34081,568.2,,488.7,647.7
Deaths involving COVID-19,2022,June,80-89,"Fourth dose or booster, less than 21 days ago",15,10356,138.4,u,77.4,228.4
Deaths involving COVID-19,2022,June,80-89,"Fourth dose or booster, at least 21 days ago",120,129914,92.2,,75.7,108.7
Deaths involving COVID-19,2022,June,90+,Unvaccinated,14,1027,1363.4,u,744.7,2287.7
Deaths involving COVID-19,2022,June,90+,"First dose, less than 21 days ago",<3,3,,,,
Deaths involving COVID-19,2022,June,90+,"First dose, at least 21 days ago",<3,143,,,,
Deaths involving COVID-19,2022,June,90+,"Second dose, less than 21 days ago",<3,4,,,,
Deaths involving COVID-19,2022,June,90+,"Second dose, at least 21 days ago",15,917,1635.0,u,914.4,2696.8
Deaths involving COVID-19,2022,June,90+,"Third dose or booster, less than 21 days ago",<3,62,,,,
Deaths involving COVID-19,2022,June,90+,"Third dose or booster, at least 21 days ago",96,8510,1128.1,,913.7,1377.6
Deaths involving COVID-19,2022,June,90+,"Fourth dose or booster, less than 21 days ago",7,2901,241.3,u,96.7,497.3
