ed,cause,month,age,status,dead,pop,asmr,unreliable,asmrlow,asmrhigh
8,All causes,2022-01,70-79,"Third dose or booster, less than 21 days ago",265,4645,5941.6,,5222.2,6660.9
8,All causes,2022-01,70-79,"Third dose or booster, at least 21 days ago",7501,371527,2015.6,,1970,2061.2
8,All causes,2022-01,80-89,Unvaccinated,553,4292,12842.1,,11771.5,13912.8
8,All causes,2022-01,80-89,"First dose, less than 21 days ago",8,28,27109.9,u,11579.4,53630.6
8,All causes,2022-01,80-89,"First dose, at least 21 days ago",171,606,27288.7,,23174.8,31402.6
8,All causes,2022-01,80-89,"Second dose, less than 21 days ago",9,55,15868.8,u,7196.5,30222.7
8,All causes,2022-01,80-89,"Second dose, at least 21 days ago",2223,6158,35395.2,,33916,36874.4
8,All causes,2022-01,80-89,"Third dose or booster, less than 21 days ago",344,2189,15263.3,,13632.9,16893.6
8,All causes,2022-01,80-89,"Third dose or booster, at least 21 days ago",11991,172961,6906.3,,6782.7,7029.9
8,All causes,2022-01,90+,Unvaccinated,402,1107,36326.1,,32861.3,40056.8
8,All causes,2022-01,90+,"First dose, less than 21 days ago",7,9,77547.7,u,31067.6,159786.1
8,All causes,2022-01,90+,"First dose, at least 21 days ago",107,185,57760.2,,47334.8,69798.2
8,All causes,2022-01,90+,"Second dose, less than 21 days ago",6,18,32485.9,u,11862.4,70710.4
8,All causes,2022-01,90+,"Second dose, at least 21 days ago",1316,1796,73271.8,,69366,77340.3
8,All causes,2022-01,90+,"Third dose or booster, less than 21 days ago",236,782,30179.1,,26451,34285.3
8,All causes,2022-01,90+,"Third dose or booster, at least 21 days ago",7955,36142,22010.1,,21529.1,22499.2
8,All causes,2022-02,18-39,Unvaccinated,99,192631,54.1,,43.9,66
8,All causes,2022-02,18-39,"First dose, less than 21 days ago",0,3704,,,,
8,All causes,2022-02,18-39,"First dose, at least 21 days ago",31,47606,75.4,,50.6,108
8,All causes,2022-02,18-39,"Second dose, less than 21 days ago",0,6262,,,,
8,All causes,2022-02,18-39,"Second dose, at least 21 days ago",120,297683,42.8,,35,50.5
8,All causes,2022-02,18-39,"Third dose or booster, less than 21 days ago",0,25496,,,,
8,All causes,2022-02,18-39,"Third dose or booster, at least 21 days ago",178,477976,34.3,,29.2,39.4
8,All causes,2022-02,40-49,Unvaccinated,103,52316,206.7,,166.4,246.9
8,All causes,2022-02,40-49,"First dose, less than 21 days ago",0,528,,,,
8,All causes,2022-02,40-49,"First dose, at least 21 days ago",40,9936,430.2,,305.9,587.5
8,All causes,2022-02,40-49,"Second dose, less than 21 days ago",0,1008,,,,
8,All causes,2022-02,40-49,"Second dose, at least 21 days ago",165,89477,189.2,,160.1,218.2
8,All causes,2022-02,40-49,"Third dose or booster, less than 21 days ago",5,7594,60.8,u,19.8,142
8,All causes,2022-02,40-49,"Third dose or booster, at least 21 days ago",360,341534,104.6,,93.8,115.5
8,All causes,2022-02,50-59,Unvaccinated,217,34372,641.6,,556.1,727.2
8,All causes,2022-02,50-59,"First dose, less than 21 days ago",4,267,1522.9,u,407.9,3914.5
8,All causes,2022-02,50-59,"First dose, at least 21 days ago",67,5966,1156.5,,895.1,1470.1
8,All causes,2022-02,50-59,"Second dose, less than 21 days ago",0,495,,,,
8,All causes,2022-02,50-59,"Second dose, at least 21 days ago",426,56553,777.3,,703.2,851.5
8,All causes,2022-02,50-59,"Third dose or booster, less than 21 days ago",15,4494,340.7,u,189.9,563
8,All causes,2022-02,50-59,"Third dose or booster, at least 21 days ago",1288,452969,279.8,,264.5,295.2
8,All causes,2022-02,60-69,Unvaccinated,284,18276,1626.1,,1434.7,1817.4
8,All causes,2022-02,60-69,"First dose, less than 21 days ago",0,96,,,,
8,All causes,2022-02,60-69,"First dose, at least 21 days ago",78,2713,3085.3,,2426.5,3865.3
8,All causes,2022-02,60-69,"Second dose, less than 21 days ago",0,195,,,,
8,All causes,2022-02,60-69,"Second dose, at least 21 days ago",687,24898,2986.5,,2757.8,3215.2
8,All causes,2022-02,60-69,"Third dose or booster, less than 21 days ago",22,1883,1259.3,,774.8,1926.3
8,All causes,2022-02,60-69,"Third dose or booster, at least 21 days ago",2943,401436,737.4,,710.8,764.1
8,All causes,2022-02,70-79,Unvaccinated,360,8946,4133.5,,3704.6,4562.5
8,All causes,2022-02,70-79,"First dose, less than 21 days ago",0,27,,,,
8,All causes,2022-02,70-79,"First dose, at least 21 days ago",88,1165,7741.3,,6203.9,9543.2
8,All causes,2022-02,70-79,"Second dose, less than 21 days ago",3,68,4681.4,u,950.3,13717.4
8,All causes,2022-02,70-79,"Second dose, at least 21 days ago",962,10023,9777.8,,9157.3,10398.4
8,All causes,2022-02,70-79,"Third dose or booster, less than 21 days ago",41,732,5655.6,,4055.2,7676.7
8,All causes,2022-02,70-79,"Third dose or booster, at least 21 days ago",7236,340882,2115.4,,2066.7,2164.2
8,All causes,2022-02,80-89,Unvaccinated,403,3846,10419.7,,9402.2,11437.3
8,All causes,2022-02,80-89,"First dose, less than 21 days ago",0,12,,,,
8,All causes,2022-02,80-89,"First dose, at least 21 days ago",116,526,21564.6,,17617.3,25511.9
8,All causes,2022-02,80-89,"Second dose, less than 21 days ago",3,32,9508.7,u,1952.7,27808.4
8,All causes,2022-02,80-89,"Second dose, at least 21 days ago",1167,4799,23838.6,,22465.1,25212.1
8,All causes,2022-02,80-89,"Third dose or booster, less than 21 days ago",75,397,18579.6,,14564.4,23348.6
8,All causes,2022-02,80-89,"Third dose or booster, at least 21 days ago",11232,158928,7036.3,,6906.1,7166.4
8,All causes,2022-02,90+,Unvaccinated,259,986,26277.6,,23174.3,29680.6
8,All causes,2022-02,90+,"First dose, less than 21 days ago",5,4,128609.1,u,41445.8,300129.9
8,All causes,2022-02,90+,"First dose, at least 21 days ago",71,161,44108.6,,34447.6,55638
8,All causes,2022-02,90+,"Second dose, less than 21 days ago",4,9,45302.3,u,12187.7,115983.9
8,All causes,2022-02,90+,"Second dose, at least 21 days ago",679,1338,50745.6,,46999.8,54710.4
8,All causes,2022-02,90+,"Third dose or booster, less than 21 days ago",52,142,36685.1,,27396.1,48108.8
8,All causes,2022-02,90+,"Third dose or booster, at least 21 days ago",7445,33603,22155.5,,21655,22664.6
8,All causes,2022-03,18-39,Unvaccinated,91,210888,45.7,,36.7,56.3
8,All causes,2022-03,18-39,"First dose, less than 21 days ago",0,1814,,,,
8,All causes,2022-03,18-39,"First dose, at least 21 days ago",38,51093,85.6,,59.9,118.3
8,All causes,2022-03,18-39,"Second dose, less than 21 days ago",0,5083,,,,
8,All causes,2022-03,18-39,"Second dose, at least 21 days ago",125,319145,41.1,,33.9,48.4
8,All causes,2022-03,18-39,"Third dose or booster, less than 21 days ago",0,13352,,,,
8,All causes,2022-03,18-39,"Third dose or booster, at least 21 days ago",217,562122,36.9,,31.9,41.9
8,All causes,2022-03,40-49,Unvaccinated,104,57806,184.8,,149,220.7
8,All causes,2022-03,40-49,"First dose, less than 21 days ago",0,211,,,,
8,All causes,2022-03,40-49,"First dose, at least 21 days ago",38,10625,383.2,,269.9,527.5
8,All causes,2022-03,40-49,"Second dose, less than 21 days ago",0,784,,,,
8,All causes,2022-03,40-49,"Second dose, at least 21 days ago",177,95408,192.5,,164,221.1
8,All causes,2022-03,40-49,"Third dose or booster, less than 21 days ago",5,3510,141,u,45.3,329.9
8,All causes,2022-03,40-49,"Third dose or booster, at least 21 days ago",431,387439,110.2,,99.8,120.6
8,All causes,2022-03,50-59,Unvaccinated,210,38022,558.7,,483,634.4
8,All causes,2022-03,50-59,"First dose, less than 21 days ago",0,98,,,,
8,All causes,2022-03,50-59,"First dose, at least 21 days ago",83,6435,1320.8,,1050.8,1638.8
8,All causes,2022-03,50-59,"Second dose, less than 21 days ago",0,382,,,,
8,All causes,2022-03,50-59,"Second dose, at least 21 days ago",395,60405,667.7,,601.6,733.8
8,All causes,2022-03,50-59,"Third dose or booster, less than 21 days ago",3,2073,160.5,u,33.1,469
8,All causes,2022-03,50-59,"Third dose or booster, at least 21 days ago",1476,507092,287.1,,272.4,301.7
8,All causes,2022-03,60-69,Unvaccinated,293,20274,1506.8,,1332.2,1681.4
8,All causes,2022-03,60-69,"First dose, less than 21 days ago",0,39,,,,
8,All causes,2022-03,60-69,"First dose, at least 21 days ago",62,2932,2209.9,,1683.7,2845.8
8,All causes,2022-03,60-69,"Second dose, less than 21 days ago",3,153,2242.1,u,428.9,6633.5
8,All causes,2022-03,60-69,"Second dose, at least 21 days ago",608,26691,2453,,2253.2,2652.7
8,All causes,2022-03,60-69,"Third dose or booster, less than 21 days ago",10,865,1242.3,u,576.6,2315.3
8,All causes,2022-03,60-69,"Third dose or booster, at least 21 days ago",3473,447544,780.6,,754.6,806.6
8,All causes,2022-03,70-79,Unvaccinated,377,9919,3914.5,,3517.7,4311.3
8,All causes,2022-03,70-79,"First dose, less than 21 days ago",0,15,,,,
8,All causes,2022-03,70-79,"First dose, at least 21 days ago",73,1250,5995.5,,4695.3,7543.4
8,All causes,2022-03,70-79,"Second dose, less than 21 days ago",0,54,,,,
8,All causes,2022-03,70-79,"Second dose, at least 21 days ago",882,10577,8572.5,,8004.4,9140.6
8,All causes,2022-03,70-79,"Third dose or booster, less than 21 days ago",30,422,7263.5,,4892.1,10380.2
8,All causes,2022-03,70-79,"Third dose or booster, at least 21 days ago",8292,379010,2176.5,,2129.6,2223.3
8,All causes,2022-03,80-89,Unvaccinated,442,4235,10382.1,,9414,11350.2
8,All causes,2022-03,80-89,"First dose, less than 21 days ago",4,8,48671.4,u,13218.5,124710.4
8,All causes,2022-03,80-89,"First dose, at least 21 days ago",117,558,20501.6,,16766.4,24236.8
8,All causes,2022-03,80-89,"Second dose, less than 21 days ago",0,24,,,,
8,All causes,2022-03,80-89,"Second dose, at least 21 days ago",1030,4990,20339.9,,19093.3,21586.6
8,All causes,2022-03,80-89,"Third dose or booster, less than 21 days ago",31,208,14343,,9705.9,20410.3
8,All causes,2022-03,80-89,"Third dose or booster, at least 21 days ago",12576,176758,7082,,6958.2,7205.8
8,All causes,2022-03,90+,Unvaccinated,262,1083,24196,,21354.4,27310.3
8,All causes,2022-03,90+,"First dose, less than 21 days ago",0,2,,,,
8,All causes,2022-03,90+,"First dose, at least 21 days ago",67,170,39325.3,,30475,49942.7
8,All causes,2022-03,90+,"Second dose, less than 21 days ago",0,8,,,,
8,All causes,2022-03,90+,"Second dose, at least 21 days ago",598,1370,43663.8,,40233.7,47308.1
8,All causes,2022-03,90+,"Third dose or booster, less than 21 days ago",23,65,35130.5,,22262.4,52715.6
8,All causes,2022-03,90+,"Third dose or booster, at least 21 days ago",8200,37485,21875.2,,21404.2,22353.9
8,All causes,2022-04,18-39,Unvaccinated,78,202665,39.7,,31.3,49.6
8,All causes,2022-04,18-39,"First dose, less than 21 days ago",0,1144,,,,
8,All causes,2022-04,18-39,"First dose, at least 21 days ago",35,46916,88.9,,60.9,125
8,All causes,2022-04,18-39,"Second dose, less than 21 days ago",0,3520,,,,
8,All causes,2022-04,18-39,"Second dose, at least 21 days ago",117,302857,39.5,,32.3,46.8
8,All causes,2022-04,18-39,"Third dose or booster, less than 21 days ago",0,9077,,,,
8,All causes,2022-04,18-39,"Third dose or booster, at least 21 days ago",210,559022,36.2,,31.3,41.2
8,All causes,2022-04,40-49,Unvaccinated,99,55977,187.7,,152.3,228.8
8,All causes,2022-04,40-49,"First dose, less than 21 days ago",0,129,,,,
8,All causes,2022-04,40-49,"First dose, at least 21 days ago",34,9828,358.8,,247.1,503.2
8,All causes,2022-04,40-49,"Second dose, less than 21 days ago",0,480,,,,
8,All causes,2022-04,40-49,"Second dose, at least 21 days ago",131,90310,148,,122.5,173.5
8,All causes,2022-04,40-49,"Third dose or booster, less than 21 days ago",0,2215,,,,
8,All causes,2022-04,40-49,"Third dose or booster, at least 21 days ago",416,378530,108.8,,98.3,119.3
8,All causes,2022-04,50-59,Unvaccinated,184,36825,507,,433.6,580.4
8,All causes,2022-04,50-59,"First dose, less than 21 days ago",0,62,,,,
8,All causes,2022-04,50-59,"First dose, at least 21 days ago",60,5989,1021.3,,778.3,1316
8,All causes,2022-04,50-59,"Second dose, less than 21 days ago",0,245,,,,
8,All causes,2022-04,50-59,"Second dose, at least 21 days ago",344,57139,616.3,,550.9,681.7
8,All causes,2022-04,50-59,"Third dose or booster, less than 21 days ago",4,1373,310.5,u,83.8,796.8
8,All causes,2022-04,50-59,"Third dose or booster, at least 21 days ago",1435,492769,287,,272.1,301.9
8,All causes,2022-04,60-69,Unvaccinated,248,19691,1328,,1160.8,1495.2
8,All causes,2022-04,60-69,"First dose, less than 21 days ago",0,26,,,,
8,All causes,2022-04,60-69,"First dose, at least 21 days ago",79,2752,3072.7,,2420.3,3844.2
8,All causes,2022-04,60-69,"Second dose, less than 21 days ago",0,97,,,,
8,All causes,2022-04,60-69,"Second dose, at least 21 days ago",517,25393,2174.4,,1982.3,2366.5
8,All causes,2022-04,60-69,"Third dose or booster, less than 21 days ago",6,555,1244.8,u,440.5,2739.9
8,All causes,2022-04,60-69,"Third dose or booster, at least 21 days ago",3406,435056,787.9,,761.5,814.4
8,All causes,2022-04,70-79,Unvaccinated,333,9618,3539,,3157.3,3920.6
8,All causes,2022-04,70-79,"First dose, less than 21 days ago",0,11,,,,
8,All causes,2022-04,70-79,"First dose, at least 21 days ago",89,1177,7715.4,,6191.1,9500.2
8,All causes,2022-04,70-79,"Second dose, less than 21 days ago",4,35,12168.9,u,3315.7,31157.3
8,All causes,2022-04,70-79,"Second dose, at least 21 days ago",701,9798,7382.7,,6833.4,7932.1
8,All causes,2022-04,70-79,"Third dose or booster, less than 21 days ago",11,347,2960,u,1458.2,5326.7
8,All causes,2022-04,70-79,"Third dose or booster, at least 21 days ago",8408,367827,2270.5,,2222,2319.1
8,All causes,2022-04,80-89,Unvaccinated,400,4078,9772.4,,8814.5,10730.3
8,All causes,2022-04,80-89,"First dose, less than 21 days ago",4,8,51712.3,u,13395.1,133894.6
8,All causes,2022-04,80-89,"First dose, at least 21 days ago",82,521,15425.4,,12253.4,19164.4
8,All causes,2022-04,80-89,"Second dose, less than 21 days ago",4,18,20550.3,u,5404.6,53034.9
8,All causes,2022-04,80-89,"Second dose, at least 21 days ago",775,4458,17113.1,,15904.5,18321.7
8,All causes,2022-04,80-89,"Third dose or booster, less than 21 days ago",39,259,14967.8,,10604.6,20511.1
8,All causes,2022-04,80-89,"Third dose or booster, at least 21 days ago",12873,171801,7459.3,,7330.5,7588.2
8,All causes,2022-04,90+,Unvaccinated,264,1040,25389.1,,22418.4,28643.9
8,All causes,2022-04,90+,"First dose, less than 21 days ago",0,3,,,,
8,All causes,2022-04,90+,"First dose, at least 21 days ago",76,155,48995.7,,38601.4,61326.5
8,All causes,2022-04,90+,"Second dose, less than 21 days ago",0,6,,,,
8,All causes,2022-04,90+,"Second dose, at least 21 days ago",494,1195,41322,,37757.9,45132
8,All causes,2022-04,90+,"Third dose or booster, less than 21 days ago",24,92,26022.7,,16668.2,38721.6
8,All causes,2022-04,90+,"Third dose or booster, at least 21 days ago",8302,36492,22750.3,,22263.5,23245
8,All causes,2022-05,18-39,Unvaccinated,87,208452,43.2,,34.5,53.4
8,All causes,2022-05,18-39,"First dose, less than 21 days ago",0,916,,,,
8,All causes,2022-05,18-39,"First dose, at least 21 days ago",25,46654,65.3,,41.5,97.4
8,All causes,2022-05,18-39,"Second dose, less than 21 days ago",0,2721,,,,
8,All causes,2022-05,18-39,"Second dose, at least 21 days ago",104,305586,35.3,,28.5,42.2
8,All causes,2022-05,18-39,"Third dose or booster, less than 21 days ago",0,9066,,,,
8,All causes,2022-05,18-39,"Third dose or booster, at least 21 days ago",202,588722,32.9,,28.3,37.5
8,All causes,2022-05,40-49,Unvaccinated,77,57911,137.9,,108.5,172.6
8,All causes,2022-05,40-49,"First dose, less than 21 days ago",0,107,,,,
8,All causes,2022-05,40-49,"First dose, at least 21 days ago",28,9914,313.8,,207.6,454.7
8,All causes,2022-05,40-49,"Second dose, less than 21 days ago",0,317,,,,
8,All causes,2022-05,40-49,"Second dose, at least 21 days ago",132,91440,148.9,,123.3,174.5
8,All causes,2022-05,40-49,"Third dose or booster, less than 21 days ago",0,1950,,,,
8,All causes,2022-05,40-49,"Third dose or booster, at least 21 days ago",458,393593,115.7,,105.1,126.3
8,All causes,2022-05,50-59,Unvaccinated,176,38097,466,,397.1,535
8,All causes,2022-05,50-59,"First dose, less than 21 days ago",0,50,,,,
8,All causes,2022-05,50-59,"First dose, at least 21 days ago",60,6079,993,,756.8,1279.5
8,All causes,2022-05,50-59,"Second dose, less than 21 days ago",0,146,,,,
8,All causes,2022-05,50-59,"Second dose, at least 21 days ago",307,57906,549.9,,488.1,611.7
8,All causes,2022-05,50-59,"Third dose or booster, less than 21 days ago",0,1158,,,,
8,All causes,2022-05,50-59,"Third dose or booster, at least 21 days ago",1532,510471,295.4,,280.5,310.2
8,All causes,2022-05,60-69,Unvaccinated,240,20434,1245.8,,1086.4,1405.2
8,All causes,2022-05,60-69,"First dose, less than 21 days ago",0,19,,,,
8,All causes,2022-05,60-69,"First dose, at least 21 days ago",78,2805,2968.4,,2334.4,3719
8,All causes,2022-05,60-69,"Second dose, less than 21 days ago",0,59,,,,
8,All causes,2022-05,60-69,"Second dose, at least 21 days ago",460,25867,1900.9,,1722.9,2078.9
8,All causes,2022-05,60-69,"Third dose or booster, less than 21 days ago",13,460,3002.9,u,1550.7,5208.1
8,All causes,2022-05,60-69,"Third dose or booster, at least 21 days ago",3506,450947,783,,757.1,808.9
8,All causes,2022-05,70-79,Unvaccinated,325,9957,3303.8,,2943.1,3664.4
8,All causes,2022-05,70-79,"First dose, less than 21 days ago",0,11,,,,
8,All causes,2022-05,70-79,"First dose, at least 21 days ago",62,1198,5243,,4015.7,6726.1
8,All causes,2022-05,70-79,"Second dose, less than 21 days ago",3,24,12197.9,u,2513.9,35650.9
8,All causes,2022-05,70-79,"Second dose, at least 21 days ago",550,9764,5796.5,,5308.7,6284.3
8,All causes,2022-05,70-79,"Third dose or booster, less than 21 days ago",22,288,7889.3,,4806.1,12134.6
8,All causes,2022-05,70-79,"Third dose or booster, at least 21 days ago",7879,381068,2050.4,,2005.1,2095.7
8,All causes,2022-05,80-89,Unvaccinated,316,4202,7472.1,,6648.1,8296.1
8,All causes,2022-05,80-89,"First dose, less than 21 days ago",0,8,,,,
8,All causes,2022-05,80-89,"First dose, at least 21 days ago",98,520,18499.7,,15005.1,22561.5
8,All causes,2022-05,80-89,"Second dose, less than 21 days ago",5,19,25096.6,u,7799,59258.1
8,All causes,2022-05,80-89,"Second dose, at least 21 days ago",620,4196,14549.4,,13401.8,15697
8,All causes,2022-05,80-89,"Third dose or booster, less than 21 days ago",48,275,16987.1,,12414,22659.8
8,All causes,2022-05,80-89,"Third dose or booster, at least 21 days ago",12155,178376,6780.7,,6660.2,6901.3
8,All causes,2022-05,90+,Unvaccinated,205,1065,19251.4,,16705.9,22074.9
8,All causes,2022-05,90+,"First dose, less than 21 days ago",0,4,,,,
8,All causes,2022-05,90+,"First dose, at least 21 days ago",44,151,29112.5,,21151,39083.4
8,All causes,2022-05,90+,"Second dose, less than 21 days ago",0,8,,,,
8,All causes,2022-05,90+,"Second dose, at least 21 days ago",336,1060,31698.3,,28399,35275.6
8,All causes,2022-05,90+,"Third dose or booster, less than 21 days ago",28,123,22840.9,,15174.1,33012.8
8,All causes,2022-05,90+,"Third dose or booster, at least 21 days ago",7378,38005,19413.2,,18972.7,19861.3
